,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,Width,Time,species
0,47325.0,11730.0,311772.0,70873.0,70379.0,0.0,55410.0,13649.0,208324.0,47062.0,103.0,350.0,6
1,15766.0,4417.0,285761.0,64624.0,50408.0,0.0,36950.0,8129.0,238931.0,52847.0,92.0,483.0,6
2,11206.0,3194.0,403584.0,96978.0,73632.0,18.0,33761.0,4810.0,358999.0,86278.0,73.0,224.0,6
3,33577.0,5558.0,258064.0,52010.0,35322.0,0.0,72014.0,10396.0,226185.0,44847.0,89.0,609.0,1
4,5525.0,2417.0,348457.0,64062.0,33637.0,1525.0,19074.0,5938.0,304335.0,55864.0,92.0,182.0,6
5,7188.0,2723.0,185553.0,40069.0,34136.0,380.0,27610.0,4897.0,162948.0,34360.0,73.0,474.0,6
6,41818.0,59327.0,258700.0,52949.0,46342.0,155.0,74512.0,87013.0,211822.0,41936.0,91.0,230.0,6
7,16106.0,2917.0,375687.0,88270.0,58426.0,0.0,55548.0,4943.0,317460.0,73821.0,86.0,327.0,6
8,21847.0,9261.0,125425.0,25515.0,25919.0,0.0,46894.0,14264.0,118225.0,23023.0,67.0,426.0,6
9,1310.0,18642.0,1052533.0,163365.0,54993.0,182.0,30321.0,27077.0,802065.0,124194.0,189.0,293.0,6
10,6205.0,6985.0,313880.0,59120.0,34079.0,1731.0,23414.0,8370.0,259804.0,50598.0,88.0,513.0,6
11,89064.0,15027.0,291445.0,63407.0,75044.0,0.0,196775.0,20026.0,265049.0,55718.0,130.0,197.0,6
12,17432.0,4011.0,277052.0,55919.0,45012.0,0.0,32169.0,3159.0,222922.0,44183.0,133.0,256.0,6
13,19740.0,4301.0,417180.0,90091.0,63253.0,651.0,49683.0,6425.0,368074.0,78567.0,73.0,179.0,6
14,20788.0,3137.0,161121.0,33939.0,34546.0,0.0,42032.0,5850.0,147436.0,29409.0,69.0,272.0,6
15,51711.0,8512.0,262177.0,57263.0,54452.0,1339.0,87857.0,11460.0,210286.0,44525.0,87.0,562.0,1
16,34619.0,21608.0,160685.0,36062.0,42170.0,98.0,62535.0,31554.0,139862.0,29545.0,73.0,176.0,6
17,43501.0,38997.0,360507.0,66414.0,39371.0,0.0,81758.0,55593.0,265597.0,49330.0,86.0,483.0,6
18,78378.0,27801.0,285896.0,57408.0,54929.0,0.0,166845.0,44526.0,275848.0,53425.0,69.0,218.0,6
19,47173.0,5816.0,395618.0,80023.0,61918.0,0.0,94357.0,10157.0,325899.0,65052.0,88.0,232.0,6
20,4250.0,4097.0,304100.0,59380.0,33091.0,0.0,19086.0,8676.0,282800.0,55946.0,71.0,252.0,6
21,8647.0,5490.0,438302.0,87305.0,59871.0,0.0,31044.0,7921.0,312431.0,60596.0,93.0,590.0,1
22,7790.0,737.0,200980.0,35965.0,18196.0,1443.0,19864.0,1968.0,188808.0,33813.0,70.0,442.0,6
23,59491.0,50570.0,750827.0,156874.0,123884.0,1303.0,77175.0,42851.0,326664.0,68472.0,267.0,222.0,1
24,19529.0,3065.0,442203.0,87989.0,61760.0,2807.0,44377.0,6424.0,420881.0,85423.0,74.0,379.0,6
25,5269.0,8154.0,45617.0,8371.0,5083.0,572.0,7744.0,11273.0,37096.0,6872.0,65.0,540.0,6
26,49759.0,8154.0,269133.0,57320.0,46790.0,0.0,97801.0,12000.0,244961.0,50301.0,74.0,429.0,6
27,33626.0,3523.0,443185.0,85217.0,63532.0,0.0,77044.0,6063.0,421041.0,81444.0,72.0,459.0,6
28,3962.0,3795.0,235626.0,41138.0,19804.0,925.0,16526.0,5731.0,190620.0,33418.0,130.0,224.0,6
29,50058.0,10598.0,255316.0,51729.0,54235.0,0.0,104938.0,13239.0,235140.0,46184.0,71.0,292.0,6
30,9806.0,1017.0,126334.0,30190.0,37607.0,0.0,36255.0,2588.0,115200.0,25962.0,70.0,532.0,1
31,18862.0,1245.0,303473.0,63480.0,40606.0,86.0,55200.0,2786.0,270082.0,56433.0,74.0,174.0,6
32,6677.0,367.0,206224.0,42743.0,22876.0,720.0,22360.0,3642.0,184768.0,39146.0,69.0,462.0,6
33,48397.0,7144.0,461090.0,114126.0,93759.0,1481.0,107063.0,7978.0,394423.0,95467.0,109.0,201.0,6
34,39350.0,5250.0,243965.0,43523.0,35724.0,0.0,91629.0,10121.0,210057.0,36395.0,87.0,345.0,1
35,45589.0,1482.0,385445.0,85001.0,58757.0,292.0,71477.0,2430.0,358745.0,80322.0,94.0,206.0,6
36,25180.0,33111.0,133137.0,32984.0,37323.0,22.0,50705.0,48207.0,116001.0,26749.0,68.0,186.0,6
37,15109.0,4811.0,171498.0,35321.0,33682.0,0.0,42961.0,7763.0,146355.0,28488.0,84.0,193.0,6
38,31172.0,9481.0,183127.0,45166.0,52461.0,0.0,47612.0,11858.0,149368.0,35890.0,130.0,392.0,1
39,39146.0,5859.0,225220.0,43726.0,40169.0,0.0,83292.0,7257.0,187776.0,34581.0,82.0,496.0,6
40,28384.0,4295.0,230871.0,48289.0,39212.0,1181.0,66328.0,7654.0,192807.0,39361.0,89.0,257.0,1
41,17587.0,2861.0,542306.0,115567.0,69839.0,239.0,44374.0,4887.0,455412.0,97492.0,89.0,409.0,6
42,42337.0,2626.0,424406.0,110068.0,52104.0,2196.0,107354.0,5462.0,401457.0,103936.0,71.0,590.0,6
43,37312.0,3776.0,191639.0,37029.0,28184.0,418.0,88285.0,6225.0,183658.0,33786.0,69.0,444.0,6
44,50300.0,10378.0,275801.0,61669.0,50973.0,0.0,117566.0,17122.0,254601.0,57094.0,87.0,271.0,6
45,24657.0,3319.0,277307.0,52778.0,30400.0,0.0,58359.0,5331.0,235331.0,44255.0,78.0,516.0,6
46,24443.0,15777.0,140137.0,26625.0,20506.0,0.0,62407.0,23965.0,128975.0,23962.0,89.0,317.0,1
47,41224.0,3895.0,555112.0,151130.0,92189.0,18.0,100659.0,8354.0,524959.0,142641.0,73.0,569.0,1
48,11605.0,607.0,142648.0,29858.0,29964.0,365.0,38987.0,4074.0,132860.0,25818.0,71.0,209.0,6
49,63153.0,31755.0,318602.0,63444.0,50356.0,0.0,129103.0,49357.0,306985.0,60505.0,71.0,351.0,6
50,98937.0,12436.0,590370.0,112564.0,69326.0,2752.0,198511.0,14585.0,478644.0,89196.0,152.0,411.0,6
51,27394.0,7753.0,171697.0,35415.0,33895.0,671.0,59555.0,10021.0,158150.0,32292.0,68.0,168.0,6
52,34447.0,8100.0,278104.0,53179.0,41541.0,0.0,67871.0,11037.0,205651.0,39010.0,112.0,187.0,1
53,30944.0,9112.0,162810.0,44086.0,54505.0,89.0,66073.0,15476.0,142987.0,37292.0,82.0,160.0,6
54,15144.0,8352.0,103593.0,24545.0,29519.0,0.0,37225.0,11382.0,95390.0,21962.0,68.0,416.0,6
55,18987.0,39158.0,155328.0,36773.0,43801.0,0.0,54366.0,60560.0,138024.0,32104.0,88.0,323.0,1
56,23378.0,2610.0,232696.0,42457.0,21388.0,983.0,65327.0,5349.0,228293.0,41224.0,71.0,613.0,6
57,41127.0,33376.0,313718.0,72767.0,76484.0,0.0,63751.0,46358.0,232444.0,51830.0,89.0,245.0,6
58,27811.0,16919.0,152599.0,37406.0,42001.0,0.0,54402.0,24801.0,141600.0,32392.0,71.0,461.0,6
59,38125.0,26956.0,169496.0,41093.0,48404.0,0.0,79472.0,37613.0,141326.0,32328.0,75.0,581.0,6
60,13434.0,7434.0,222417.0,40672.0,37040.0,0.0,31938.0,10306.0,190072.0,34109.0,75.0,210.0,6
61,20277.0,4492.0,580789.0,130508.0,91704.0,1545.0,40974.0,5851.0,502259.0,111701.0,147.0,299.0,1
62,10569.0,0.0,461797.0,105383.0,65038.0,0.0,43809.0,2688.0,413405.0,93723.0,92.0,603.0,6
63,14539.0,4195.0,387100.0,82503.0,57766.0,2123.0,30302.0,6627.0,307811.0,65036.0,107.0,175.0,6
64,18617.0,7744.0,219449.0,47376.0,42035.0,0.0,41011.0,10141.0,174165.0,36365.0,81.0,536.0,1
65,2766.0,4412.0,260546.0,47860.0,23063.0,426.0,12295.0,5802.0,232821.0,43190.0,73.0,262.0,1
66,16867.0,1513.0,190625.0,35664.0,20351.0,246.0,34307.0,3438.0,163923.0,29581.0,82.0,473.0,6
67,10405.0,1208.0,269735.0,56362.0,35345.0,0.0,39924.0,3652.0,249006.0,52094.0,73.0,309.0,6
68,9943.0,2381.0,270132.0,54243.0,33717.0,0.0,31642.0,4196.0,227456.0,45318.0,88.0,206.0,6
69,37198.0,3400.0,249674.0,53340.0,50479.0,0.0,83239.0,5822.0,209128.0,43987.0,91.0,204.0,1
70,9488.0,7642.0,274851.0,55223.0,31860.0,0.0,26525.0,12282.0,237830.0,48649.0,78.0,284.0,1
71,8783.0,4546.0,181357.0,31716.0,15574.0,706.0,37115.0,8542.0,173049.0,30069.0,70.0,575.0,1
72,82091.0,9504.0,288723.0,57309.0,72480.0,365.0,170752.0,15907.0,277792.0,52770.0,88.0,537.0,6
73,31021.0,2675.0,461861.0,97463.0,63485.0,913.0,63017.0,3503.0,412691.0,86758.0,90.0,559.0,1
74,42519.0,15264.0,333510.0,81633.0,93174.0,1825.0,73964.0,20829.0,253415.0,58532.0,95.0,418.0,6
75,8490.0,2037.0,621903.0,129170.0,77189.0,0.0,34033.0,4108.0,474979.0,98971.0,206.0,299.0,6
76,3539.0,7286.0,123885.0,26562.0,18457.0,404.0,14129.0,9875.0,98599.0,21068.0,74.0,202.0,6
77,26538.0,3983.0,202616.0,45988.0,47866.0,0.0,53738.0,6323.0,171904.0,37324.0,73.0,243.0,6
78,23856.0,2971.0,125533.0,26806.0,22956.0,0.0,61312.0,7283.0,120008.0,24132.0,69.0,168.0,1
79,44040.0,67885.0,253486.0,57739.0,59997.0,0.0,89341.0,104757.0,217343.0,47533.0,91.0,440.0,6
80,31255.0,3580.0,248081.0,49154.0,54223.0,644.0,69479.0,5525.0,196824.0,36721.0,90.0,373.0,6
81,17784.0,3552.0,140219.0,27554.0,24188.0,1119.0,46967.0,5444.0,134247.0,25287.0,69.0,399.0,6
82,3770.0,5642.0,50820.0,9543.0,6215.0,0.0,18648.0,8673.0,45436.0,8652.0,72.0,504.0,6
83,31057.0,8766.0,246546.0,46395.0,40312.0,0.0,56107.0,12085.0,216124.0,39506.0,72.0,276.0,6
84,21589.0,7831.0,503341.0,102301.0,55612.0,0.0,38860.0,13155.0,433283.0,89237.0,90.0,374.0,6
85,41801.0,7535.0,294062.0,59882.0,52402.0,0.0,79829.0,11419.0,224735.0,44244.0,90.0,500.0,6
86,21616.0,5108.0,276675.0,52975.0,31690.0,411.0,28617.0,5442.0,230696.0,42522.0,106.0,472.0,6
87,15532.0,56816.0,127682.0,31006.0,35106.0,0.0,38712.0,87049.0,112927.0,26714.0,74.0,374.0,6
88,10556.0,2218.0,272259.0,55863.0,41417.0,0.0,41252.0,6727.0,227469.0,46136.0,87.0,192.0,6
89,40553.0,4768.0,201940.0,40095.0,34008.0,0.0,87480.0,6668.0,176293.0,34768.0,77.0,546.0,6
90,22606.0,3384.0,159176.0,30755.0,19616.0,0.0,51912.0,4664.0,138076.0,25642.0,75.0,474.0,6
91,29908.0,7808.0,121927.0,30773.0,34898.0,0.0,68108.0,10210.0,112395.0,27280.0,69.0,162.0,6
92,9052.0,1319.0,343825.0,65729.0,33547.0,1615.0,26958.0,3178.0,319111.0,60858.0,76.0,183.0,6
93,17521.0,3578.0,176028.0,40128.0,31619.0,359.0,40354.0,4730.0,167739.0,37659.0,72.0,191.0,6
94,3496.0,1297.0,330968.0,68913.0,42178.0,0.0,20800.0,2678.0,298151.0,62270.0,73.0,486.0,1
95,99515.0,5175.0,783824.0,208423.0,115687.0,1161.0,216908.0,6969.0,725539.0,191868.0,88.0,356.0,6
96,28418.0,4554.0,1057287.0,220057.0,133723.0,41.0,57371.0,6438.0,827565.0,171460.0,191.0,521.0,6
97,53667.0,5447.0,456741.0,97171.0,73747.0,2936.0,95826.0,8684.0,309389.0,65060.0,193.0,415.0,6
98,108558.0,6133.0,360754.0,69040.0,51728.0,0.0,216787.0,7962.0,335782.0,64310.0,73.0,509.0,6
99,8267.0,2892.0,344457.0,77632.0,52182.0,1492.0,30973.0,3239.0,283791.0,64226.0,102.0,239.0,6
100,5209.0,1849.0,370221.0,89460.0,64823.0,0.0,22664.0,4119.0,305902.0,72753.0,92.0,436.0,6
101,16808.0,3697.0,133953.0,30243.0,27734.0,57.0,48391.0,6339.0,125308.0,27732.0,69.0,379.0,1
102,0.0,919.0,109636.0,20656.0,10426.0,1050.0,12581.0,3221.0,95288.0,18029.0,94.0,176.0,1
103,12878.0,3567.0,199809.0,43156.0,42873.0,1199.0,30633.0,4941.0,160455.0,33687.0,94.0,178.0,6
104,27859.0,6987.0,181735.0,40879.0,42854.0,0.0,68932.0,9968.0,164637.0,35478.0,74.0,169.0,6
105,22397.0,12283.0,132919.0,27837.0,25093.0,168.0,52119.0,19575.0,122309.0,24732.0,70.0,453.0,6
106,8844.0,5287.0,610981.0,101626.0,42466.0,406.0,21138.0,8506.0,438762.0,73270.0,199.0,506.0,6
107,28889.0,6750.0,196525.0,43192.0,40880.0,0.0,70921.0,11115.0,172712.0,36996.0,73.0,583.0,6
108,17001.0,915.0,167020.0,33289.0,26835.0,1463.0,37187.0,2337.0,150051.0,28971.0,72.0,610.0,6
109,50209.0,2984.0,336167.0,65718.0,50797.0,0.0,112159.0,6728.0,283883.0,53562.0,107.0,217.0,6
110,46617.0,15571.0,583846.0,103524.0,52201.0,0.0,91964.0,22847.0,414798.0,73807.0,107.0,518.0,6
111,63823.0,5842.0,282150.0,71007.0,47860.0,607.0,157771.0,9283.0,273821.0,67313.0,70.0,419.0,6
112,10131.0,12970.0,267695.0,43293.0,19935.0,216.0,14838.0,10735.0,161425.0,27754.0,265.0,541.0,6
113,32513.0,12316.0,270334.0,57359.0,57234.0,0.0,62421.0,15277.0,229865.0,45657.0,84.0,232.0,6
114,32735.0,5279.0,263139.0,52031.0,45234.0,0.0,65277.0,8390.0,213769.0,40503.0,91.0,383.0,6
115,18571.0,1426.0,395000.0,93922.0,72125.0,1029.0,55613.0,3024.0,339199.0,80193.0,79.0,318.0,6
116,32008.0,4597.0,262972.0,62539.0,63393.0,1312.0,54557.0,8131.0,217541.0,49623.0,86.0,555.0,6
117,33710.0,30615.0,872273.0,160640.0,81792.0,0.0,70012.0,43827.0,464000.0,86707.0,198.0,397.0,6
118,9351.0,7754.0,191358.0,44572.0,47940.0,406.0,26504.0,9726.0,164669.0,36111.0,68.0,349.0,6
119,43042.0,2946.0,330719.0,49183.0,23513.0,48.0,89358.0,5585.0,319871.0,47560.0,70.0,595.0,6
120,85443.0,7090.0,292936.0,67483.0,61677.0,0.0,157274.0,7798.0,267431.0,60575.0,89.0,371.0,6
121,35580.0,7201.0,611895.0,116335.0,69530.0,876.0,48278.0,4170.0,318107.0,61404.0,146.0,512.0,6
122,15232.0,9945.0,128537.0,29014.0,27949.0,0.0,35703.0,14989.0,120005.0,25961.0,70.0,338.0,6
123,29722.0,4698.0,275253.0,50167.0,31526.0,0.0,54020.0,4288.0,140119.0,25966.0,90.0,607.0,6
124,58304.0,5733.0,240295.0,48953.0,40775.0,0.0,125315.0,8440.0,225264.0,45517.0,72.0,364.0,6
125,25471.0,4752.0,358000.0,63306.0,46882.0,191.0,49486.0,4535.0,254281.0,43685.0,92.0,270.0,6
126,50150.0,6889.0,426116.0,80516.0,55581.0,427.0,79332.0,6753.0,315032.0,59624.0,144.0,442.0,1
127,27417.0,1949.0,470896.0,124388.0,62015.0,0.0,65594.0,4490.0,460529.0,121760.0,69.0,552.0,6
128,0.0,2856.0,453684.0,83771.0,40973.0,669.0,7659.0,4838.0,340492.0,62832.0,147.0,204.0,6
129,9468.0,3890.0,242225.0,44169.0,24609.0,0.0,23610.0,6566.0,235849.0,42381.0,68.0,344.0,6
130,30831.0,14826.0,200483.0,47088.0,56035.0,239.0,53657.0,20949.0,155584.0,35132.0,84.0,481.0,6
131,521.0,2894.0,34618.0,5885.0,4342.0,541.0,4556.0,4879.0,31035.0,5121.0,69.0,323.0,6
132,72052.0,4822.0,330238.0,76138.0,75545.0,0.0,127179.0,8012.0,301643.0,66626.0,72.0,584.0,6
133,18750.0,4083.0,129208.0,32514.0,36712.0,901.0,38288.0,5709.0,118794.0,27561.0,66.0,340.0,6
134,44440.0,35903.0,276222.0,63265.0,70870.0,511.0,74963.0,48515.0,210614.0,45710.0,84.0,279.0,6
135,15717.0,2145.0,545997.0,122587.0,78149.0,1193.0,35506.0,3229.0,493925.0,111225.0,77.0,516.0,6
136,3371.0,1084.0,393295.0,68108.0,31586.0,0.0,15957.0,4943.0,329450.0,56259.0,89.0,438.0,1
137,21450.0,2726.0,273792.0,50917.0,31896.0,0.0,51339.0,3295.0,250302.0,46880.0,89.0,305.0,6
138,23464.0,6326.0,245993.0,53626.0,40993.0,0.0,50133.0,10329.0,241182.0,52451.0,69.0,244.0,6
139,19258.0,16227.0,154095.0,41014.0,57399.0,0.0,41541.0,26275.0,136456.0,34662.0,73.0,547.0,6
140,42995.0,5069.0,178707.0,45728.0,42402.0,1665.0,99988.0,8073.0,168957.0,41113.0,72.0,239.0,6
141,33063.0,2298.0,253237.0,45389.0,26250.0,0.0,87636.0,4227.0,234705.0,41237.0,71.0,570.0,6
142,22625.0,3590.0,382585.0,74411.0,42874.0,785.0,59337.0,4939.0,336466.0,64751.0,88.0,396.0,1
143,70805.0,7403.0,487133.0,86755.0,79991.0,1689.0,137070.0,9136.0,375527.0,64484.0,87.0,222.0,6
144,10214.0,1968.0,213416.0,36479.0,19011.0,1444.0,38067.0,3007.0,179739.0,30529.0,84.0,489.0,6
145,20811.0,7628.0,147766.0,31254.0,25070.0,575.0,54186.0,12913.0,134342.0,28163.0,69.0,591.0,6
146,18682.0,2646.0,572695.0,115770.0,77055.0,0.0,51873.0,5054.0,518782.0,105725.0,93.0,293.0,1
147,6313.0,2920.0,181698.0,32009.0,24645.0,60.0,34299.0,4719.0,150002.0,26306.0,77.0,283.0,6
148,18180.0,3759.0,210262.0,44357.0,35400.0,350.0,49610.0,8550.0,181454.0,37329.0,77.0,284.0,1
149,21587.0,827.0,690944.0,156294.0,109478.0,0.0,55696.0,4084.0,567326.0,127173.0,90.0,357.0,1
150,36638.0,5211.0,448645.0,82779.0,49488.0,0.0,82739.0,5784.0,340203.0,61461.0,89.0,515.0,6
151,21402.0,9530.0,630961.0,104301.0,38613.0,0.0,53078.0,11927.0,510009.0,84428.0,149.0,431.0,6
152,26240.0,4151.0,328966.0,59978.0,41248.0,479.0,47782.0,7342.0,240490.0,43267.0,91.0,372.0,1
153,14094.0,2607.0,166562.0,38293.0,24403.0,0.0,33482.0,3080.0,153398.0,35216.0,70.0,194.0,6
154,3813.0,1704.0,159974.0,32532.0,17211.0,555.0,7054.0,3014.0,148092.0,30978.0,73.0,426.0,6
155,56116.0,6757.0,354633.0,59727.0,52782.0,234.0,101455.0,6877.0,333490.0,56381.0,93.0,331.0,1
156,18791.0,1949.0,469699.0,102956.0,70772.0,290.0,47123.0,4409.0,392165.0,85063.0,110.0,357.0,6
157,10190.0,3795.0,175675.0,39713.0,27656.0,293.0,33734.0,6063.0,158595.0,35835.0,71.0,478.0,6
158,31188.0,7589.0,227775.0,48789.0,45532.0,0.0,71708.0,9703.0,188060.0,39940.0,83.0,201.0,6
159,27200.0,14048.0,219412.0,53385.0,55638.0,0.0,49904.0,20326.0,183727.0,43225.0,84.0,450.0,6
160,106456.0,87082.0,1237136.0,235125.0,184646.0,0.0,152357.0,85680.0,821777.0,146039.0,153.0,245.0,6
161,19764.0,30587.0,199492.0,44584.0,44504.0,0.0,41052.0,43911.0,169433.0,37759.0,79.0,269.0,6
162,21804.0,38812.0,714809.0,157549.0,107926.0,0.0,51778.0,57422.0,510933.0,112056.0,174.0,610.0,6
163,17084.0,1.0,255772.0,46121.0,25985.0,516.0,42142.0,1642.0,226111.0,39440.0,74.0,537.0,6
164,4912.0,3655.0,130415.0,26873.0,19896.0,634.0,29719.0,7073.0,121384.0,24170.0,67.0,327.0,6
165,17606.0,8464.0,349790.0,71946.0,36996.0,1021.0,32752.0,11300.0,334268.0,68647.0,73.0,435.0,6
166,25879.0,5059.0,631429.0,143717.0,96753.0,468.0,52500.0,4759.0,507945.0,115009.0,149.0,220.0,6
167,34127.0,1994.0,234466.0,51646.0,36212.0,207.0,91017.0,4024.0,213671.0,46513.0,71.0,230.0,6
168,16089.0,1999.0,494527.0,108000.0,75513.0,0.0,33599.0,4826.0,402002.0,87358.0,89.0,175.0,6
169,17206.0,3390.0,328049.0,62114.0,31929.0,476.0,35403.0,4331.0,299664.0,56099.0,72.0,185.0,1
170,84518.0,9006.0,303684.0,76889.0,65932.0,1103.0,155137.0,13695.0,276931.0,66090.0,87.0,192.0,6
171,20622.0,18369.0,133938.0,28101.0,26784.0,1027.0,48214.0,27763.0,123176.0,24602.0,69.0,414.0,6
172,27394.0,7638.0,276019.0,50895.0,34854.0,223.0,64965.0,10897.0,226525.0,41739.0,86.0,614.0,6
173,22171.0,7988.0,244234.0,51851.0,34265.0,197.0,60761.0,13338.0,215908.0,46069.0,73.0,508.0,6
174,12590.0,3513.0,231137.0,41187.0,27782.0,132.0,30052.0,5471.0,190118.0,33467.0,110.0,427.0,6
175,16807.0,8311.0,189228.0,41725.0,33830.0,636.0,40236.0,12472.0,161355.0,34275.0,80.0,441.0,6
176,30689.0,17626.0,226222.0,48511.0,52262.0,153.0,77380.0,27940.0,198021.0,40806.0,93.0,467.0,6
177,6438.0,1851.0,450547.0,91898.0,56730.0,1956.0,32522.0,3341.0,401503.0,80649.0,76.0,494.0,6
178,38553.0,10884.0,225899.0,44928.0,41170.0,172.0,87484.0,15363.0,207851.0,40143.0,70.0,426.0,6
179,25361.0,4388.0,130586.0,28237.0,17500.0,0.0,63564.0,8584.0,127416.0,27066.0,67.0,461.0,1
180,11138.0,3663.0,179525.0,36793.0,30972.0,896.0,33494.0,4610.0,142308.0,27659.0,87.0,293.0,6
181,20314.0,2243.0,527860.0,126255.0,94365.0,0.0,41575.0,5388.0,445300.0,105641.0,130.0,179.0,6
182,42978.0,8381.0,244209.0,63942.0,66992.0,779.0,103548.0,10550.0,216094.0,53428.0,88.0,479.0,1
183,38477.0,15470.0,189995.0,44725.0,46417.0,0.0,79911.0,22415.0,175281.0,38749.0,88.0,259.0,6
184,29939.0,4943.0,147277.0,29953.0,25643.0,412.0,67586.0,8174.0,131367.0,26128.0,82.0,543.0,6
185,5974.0,0.0,197097.0,42841.0,30432.0,1335.0,28579.0,2048.0,184549.0,40497.0,71.0,359.0,6
186,14082.0,13047.0,269302.0,67099.0,68858.0,1525.0,30497.0,15811.0,207281.0,49708.0,117.0,448.0,6
187,30364.0,3529.0,179812.0,34708.0,27073.0,0.0,62672.0,4290.0,155238.0,29816.0,81.0,263.0,6
188,11392.0,0.0,286954.0,60706.0,35234.0,73.0,26162.0,1735.0,256397.0,53909.0,74.0,602.0,1
189,99559.0,52826.0,488495.0,98748.0,93352.0,2032.0,206445.0,74651.0,408884.0,80812.0,89.0,227.0,6
190,10391.0,2649.0,315390.0,72274.0,47742.0,2277.0,36120.0,7888.0,273867.0,62667.0,76.0,265.0,6
191,13318.0,8732.0,128883.0,31020.0,28887.0,388.0,42084.0,13419.0,118362.0,27000.0,73.0,235.0,6
192,63129.0,8208.0,367324.0,78700.0,75377.0,2070.0,102590.0,9415.0,283806.0,58608.0,110.0,388.0,1
193,36354.0,13101.0,162934.0,37658.0,42029.0,0.0,76379.0,19006.0,144663.0,33023.0,83.0,259.0,6
194,1904.0,12032.0,92582.0,17259.0,10685.0,669.0,20936.0,18949.0,77046.0,14784.0,79.0,422.0,6
195,41617.0,5617.0,299771.0,53947.0,37691.0,334.0,80084.0,8240.0,258321.0,45994.0,105.0,368.0,1
196,13625.0,1511.0,222066.0,43778.0,24641.0,0.0,37450.0,4355.0,203824.0,38895.0,69.0,276.0,6
197,23184.0,3384.0,413958.0,74552.0,43967.0,911.0,61990.0,5006.0,402788.0,72652.0,71.0,181.0,1
198,12448.0,3941.0,272712.0,58181.0,38001.0,150.0,22702.0,5245.0,242989.0,51896.0,73.0,570.0,6
199,43637.0,0.0,268699.0,55471.0,32890.0,902.0,96195.0,3204.0,256002.0,52061.0,71.0,478.0,6
200,17298.0,5537.0,295188.0,57983.0,35549.0,0.0,50320.0,7792.0,280625.0,54729.0,71.0,337.0,6
201,52266.0,3361.0,201906.0,47596.0,30837.0,309.0,108667.0,5847.0,188348.0,44030.0,87.0,167.0,6
202,7223.0,1157.0,117916.0,27233.0,21061.0,1586.0,17949.0,2651.0,107116.0,24255.0,71.0,584.0,6
203,9135.0,3016.0,396973.0,70606.0,32894.0,593.0,36647.0,4738.0,355559.0,63126.0,90.0,459.0,6
204,1194.0,1480.0,363371.0,71180.0,41015.0,0.0,25686.0,1973.0,343651.0,66919.0,74.0,383.0,6
205,53080.0,14343.0,224439.0,52906.0,59018.0,0.0,114892.0,19146.0,190419.0,43846.0,88.0,586.0,6
206,57950.0,9454.0,283477.0,61357.0,61307.0,1933.0,95565.0,14098.0,215100.0,45014.0,87.0,366.0,6
207,11030.0,432.0,162750.0,32225.0,23969.0,202.0,35323.0,1974.0,146785.0,27749.0,86.0,564.0,6
208,19814.0,4156.0,334862.0,73054.0,49212.0,436.0,49160.0,5782.0,309422.0,66460.0,73.0,606.0,6
209,10607.0,8303.0,134156.0,29957.0,25655.0,1129.0,25264.0,12458.0,120501.0,26254.0,72.0,158.0,1
210,27259.0,1100.0,589492.0,144595.0,70319.0,0.0,79688.0,3852.0,575197.0,141131.0,70.0,503.0,6
211,81722.0,20103.0,408652.0,70119.0,41463.0,92.0,170876.0,27109.0,364235.0,62053.0,78.0,509.0,6
212,14807.0,1941.0,170290.0,35422.0,33106.0,0.0,37674.0,2990.0,151833.0,30902.0,74.0,364.0,6
213,26495.0,1861.0,157590.0,36104.0,22308.0,869.0,71707.0,3553.0,143870.0,32149.0,86.0,386.0,6
214,18082.0,2252.0,204880.0,40543.0,35689.0,1120.0,34257.0,4336.0,183133.0,35088.0,71.0,230.0,1
215,13412.0,2793.0,213848.0,44566.0,32140.0,0.0,33099.0,4480.0,193735.0,39776.0,74.0,176.0,6
216,20827.0,4737.0,235547.0,53540.0,48609.0,0.0,41414.0,5214.0,218778.0,46498.0,85.0,253.0,1
217,39609.0,15411.0,205652.0,52955.0,54432.0,663.0,64762.0,17533.0,105545.0,26007.0,130.0,196.0,6
218,4920.0,2409.0,626170.0,128407.0,71505.0,0.0,18127.0,3171.0,507979.0,103782.0,132.0,515.0,6
219,23341.0,19453.0,259362.0,63785.0,78699.0,796.0,26736.0,25341.0,179845.0,42540.0,88.0,189.0,6
220,98441.0,45287.0,795695.0,144841.0,81975.0,144.0,106510.0,55347.0,393455.0,70802.0,199.0,320.0,6
221,15112.0,5167.0,151439.0,28325.0,21463.0,0.0,37434.0,6823.0,141986.0,25176.0,68.0,411.0,6
222,16374.0,5833.0,339770.0,60216.0,32222.0,0.0,36641.0,8340.0,290651.0,50549.0,91.0,439.0,6
223,18289.0,4563.0,226637.0,45502.0,38854.0,97.0,36297.0,4158.0,180695.0,34562.0,85.0,230.0,6
224,12418.0,4770.0,189401.0,37113.0,31013.0,336.0,29053.0,8307.0,160848.0,31614.0,84.0,242.0,6
225,15130.0,8469.0,181087.0,42060.0,42805.0,0.0,36078.0,11030.0,161949.0,35238.0,86.0,280.0,6
226,14758.0,10974.0,269676.0,51415.0,39141.0,179.0,41959.0,13999.0,238999.0,44013.0,76.0,574.0,6
