,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,Width,Time,species
1033,33979.0,1312.0,148844.0,32902.0,33975.0,0.0,90198.0,2551.0,139962.0,29685.0,69.0,283.0,1
1034,74197.0,6982.0,399681.0,102296.0,67121.0,444.0,176464.0,8047.0,372238.0,92636.0,89.0,578.0,6
1035,17133.0,15512.0,471901.0,111600.0,76825.0,950.0,41644.0,22070.0,402553.0,94668.0,87.0,177.0,6
1036,46594.0,6958.0,225379.0,50226.0,52564.0,0.0,76305.0,6828.0,201901.0,42232.0,72.0,592.0,6
1037,56084.0,10507.0,345313.0,71335.0,54149.0,0.0,113267.0,14323.0,301179.0,61689.0,86.0,295.0,6
1038,30784.0,8819.0,270366.0,51774.0,38954.0,1087.0,55314.0,11646.0,228982.0,42832.0,77.0,194.0,6
1039,76899.0,2507.0,369680.0,91680.0,62592.0,0.0,149227.0,6608.0,344515.0,83733.0,90.0,512.0,6
1040,20104.0,2728.0,453039.0,104951.0,71025.0,1064.0,55796.0,4291.0,392204.0,90922.0,92.0,616.0,6
1041,45566.0,6182.0,209254.0,46436.0,45507.0,1201.0,87850.0,7149.0,195476.0,42245.0,72.0,321.0,6
1042,13189.0,11992.0,277312.0,59876.0,38581.0,0.0,36712.0,14616.0,259284.0,55277.0,69.0,464.0,6
1043,22468.0,8513.0,149795.0,36528.0,44352.0,0.0,59394.0,9518.0,132754.0,31513.0,76.0,435.0,6
1044,12113.0,11160.0,153606.0,37876.0,41472.0,908.0,29672.0,16030.0,133037.0,31631.0,72.0,310.0,6
1045,69889.0,7060.0,277612.0,55664.0,56687.0,234.0,165710.0,13240.0,265702.0,53194.0,71.0,253.0,6
1046,22229.0,3074.0,279446.0,54886.0,40435.0,2292.0,60133.0,3772.0,246855.0,47049.0,78.0,356.0,6
1047,4574.0,747.0,184090.0,36910.0,21804.0,0.0,30890.0,2175.0,168763.0,34721.0,74.0,168.0,6
1048,6781.0,4352.0,148790.0,32960.0,30547.0,0.0,27709.0,6842.0,121379.0,26617.0,77.0,513.0,6
1049,25644.0,5390.0,663694.0,147548.0,86676.0,1740.0,59923.0,7298.0,574101.0,128568.0,113.0,347.0,6
1050,19633.0,0.0,361591.0,76665.0,42782.0,694.0,68089.0,2997.0,326641.0,68871.0,89.0,575.0,6
1051,65999.0,120885.0,494774.0,114351.0,117102.0,0.0,71174.0,170957.0,287736.0,65238.0,149.0,321.0,6
1052,40453.0,3746.0,229492.0,48397.0,35399.0,959.0,99808.0,5583.0,200892.0,42087.0,88.0,403.0,6
1053,120968.0,110149.0,1074196.0,204641.0,132795.0,0.0,141268.0,138386.0,480691.0,92226.0,225.0,390.0,6
1054,7291.0,1771.0,186747.0,34161.0,15249.0,0.0,28908.0,4333.0,173639.0,31009.0,70.0,317.0,6
1055,33106.0,7580.0,255812.0,55375.0,55429.0,1484.0,46835.0,8274.0,196155.0,39713.0,90.0,357.0,6
1056,52398.0,28254.0,395011.0,83974.0,95316.0,1068.0,116558.0,36610.0,225497.0,47137.0,137.0,244.0,6
1057,13552.0,2290.0,172037.0,36973.0,37978.0,0.0,25743.0,3250.0,145235.0,30833.0,74.0,207.0,6
1058,5942.0,1934.0,385378.0,80922.0,49050.0,1001.0,18319.0,2826.0,336631.0,70728.0,88.0,415.0,1
1059,26175.0,10523.0,256304.0,47787.0,35618.0,1370.0,51695.0,12337.0,215961.0,38708.0,83.0,275.0,6
1060,41651.0,18495.0,208057.0,39835.0,28793.0,1085.0,89429.0,26919.0,182946.0,34192.0,77.0,331.0,1
1061,30235.0,1021.0,214127.0,51926.0,43401.0,698.0,83726.0,4775.0,200655.0,46448.0,87.0,296.0,6
1062,98534.0,8270.0,252057.0,55851.0,53600.0,117.0,172109.0,14158.0,231028.0,49345.0,74.0,180.0,6
1063,30050.0,4104.0,151030.0,27227.0,31279.0,0.0,69138.0,7459.0,146646.0,25416.0,68.0,238.0,6
1064,21469.0,15726.0,232092.0,45132.0,40114.0,742.0,49052.0,23814.0,187750.0,35092.0,83.0,222.0,6
1065,22030.0,14304.0,295740.0,55023.0,33258.0,207.0,55577.0,20323.0,246595.0,44324.0,90.0,469.0,6
1066,6609.0,0.0,517374.0,103562.0,59971.0,0.0,27283.0,1669.0,420780.0,83425.0,109.0,289.0,6
1067,112414.0,55074.0,2024391.0,424869.0,330488.0,601.0,91128.0,36836.0,462083.0,98067.0,268.0,300.0,6
1068,13355.0,1642.0,375517.0,89161.0,61941.0,640.0,35650.0,2271.0,340967.0,79788.0,76.0,427.0,6
1069,20582.0,3516.0,159219.0,34538.0,31095.0,529.0,33919.0,3504.0,151328.0,30525.0,74.0,333.0,6
1070,34827.0,4755.0,161627.0,28590.0,24134.0,0.0,89621.0,6915.0,149660.0,25821.0,71.0,567.0,6
1071,25567.0,5456.0,400603.0,82623.0,54335.0,0.0,52825.0,7500.0,341013.0,69882.0,111.0,594.0,6
1072,12616.0,5870.0,258075.0,43469.0,31909.0,870.0,34952.0,11230.0,210728.0,34507.0,80.0,330.0,6
1073,36148.0,6562.0,238431.0,41670.0,36335.0,0.0,98226.0,12333.0,225062.0,38348.0,85.0,408.0,6
1074,33465.0,37598.0,653057.0,125138.0,78089.0,0.0,62910.0,52310.0,328843.0,65976.0,184.0,422.0,6
1075,39457.0,7065.0,188804.0,43000.0,45561.0,452.0,86036.0,11352.0,175477.0,38277.0,70.0,237.0,6
1076,64108.0,48495.0,477718.0,102777.0,102582.0,0.0,82660.0,60772.0,299245.0,61551.0,150.0,529.0,6
1077,10670.0,3777.0,415607.0,80218.0,37191.0,0.0,18323.0,5968.0,344636.0,66503.0,86.0,615.0,6
1078,63089.0,10143.0,305379.0,65688.0,66245.0,0.0,102320.0,11020.0,244995.0,51294.0,83.0,329.0,1
1079,26144.0,6311.0,204725.0,43137.0,34546.0,1260.0,77623.0,11110.0,182446.0,37251.0,86.0,429.0,6
1080,11739.0,2071.0,297782.0,63646.0,35485.0,953.0,30825.0,3730.0,286666.0,61274.0,70.0,256.0,6
1081,20092.0,1611.0,286791.0,58880.0,46589.0,0.0,36170.0,2854.0,253022.0,48730.0,71.0,164.0,6
1082,99990.0,45795.0,637120.0,119902.0,113937.0,0.0,137387.0,64402.0,347232.0,63766.0,195.0,382.0,6
1083,54937.0,9606.0,907876.0,189615.0,111603.0,0.0,64194.0,11048.0,484599.0,103056.0,193.0,582.0,1
1084,27491.0,1173.0,234430.0,40382.0,25732.0,0.0,55956.0,2704.0,203777.0,33978.0,83.0,603.0,6
1085,11908.0,697.0,312648.0,68816.0,46595.0,1869.0,35458.0,2754.0,284817.0,61677.0,73.0,416.0,6
1086,19486.0,7886.0,149604.0,28501.0,19369.0,324.0,49611.0,12343.0,142691.0,26635.0,71.0,439.0,6
1087,22446.0,12053.0,699839.0,160379.0,103484.0,966.0,58198.0,16573.0,566222.0,130576.0,190.0,189.0,6
1088,1822.0,3854.0,110042.0,24879.0,26751.0,0.0,18650.0,7664.0,102973.0,21849.0,71.0,169.0,6
1089,68710.0,16704.0,508176.0,116208.0,95467.0,0.0,102348.0,16481.0,301969.0,69765.0,113.0,458.0,6
1090,15712.0,15388.0,180075.0,43723.0,47580.0,245.0,28730.0,16515.0,154498.0,36451.0,89.0,183.0,6
1091,25270.0,5041.0,250336.0,49465.0,43304.0,0.0,50243.0,7221.0,196693.0,38458.0,85.0,242.0,6
1092,22191.0,5811.0,129816.0,30411.0,30624.0,0.0,44554.0,6203.0,115073.0,25904.0,73.0,520.0,1
1093,11129.0,1515.0,270982.0,54380.0,43376.0,1484.0,32111.0,4677.0,243917.0,46078.0,74.0,165.0,1
1094,24763.0,8778.0,193398.0,43772.0,47673.0,0.0,50191.0,12517.0,162473.0,35731.0,86.0,439.0,1
1095,44493.0,4430.0,591038.0,131865.0,105645.0,0.0,52285.0,5956.0,364805.0,82046.0,93.0,513.0,6
1096,13997.0,16235.0,142699.0,28385.0,27921.0,0.0,44382.0,26262.0,134789.0,25591.0,70.0,533.0,6
1097,8345.0,0.0,408369.0,83002.0,50787.0,1481.0,38328.0,1612.0,391547.0,81180.0,71.0,454.0,6
1098,8036.0,4112.0,414619.0,86899.0,48536.0,540.0,25576.0,5964.0,341270.0,73641.0,90.0,358.0,6
1099,25417.0,4845.0,377268.0,89697.0,72361.0,2259.0,42339.0,6074.0,289889.0,67566.0,108.0,614.0,6
1100,36214.0,19528.0,273116.0,51406.0,39436.0,1537.0,64220.0,25026.0,203076.0,38717.0,86.0,355.0,6
1101,30165.0,6218.0,127685.0,30001.0,33249.0,943.0,82599.0,9949.0,123692.0,28000.0,67.0,383.0,6
1102,14853.0,2736.0,370677.0,68192.0,35531.0,1498.0,42079.0,4509.0,306162.0,56849.0,113.0,235.0,1
1103,26130.0,5356.0,510986.0,101301.0,72199.0,768.0,43034.0,4773.0,407122.0,77607.0,96.0,271.0,6
1104,0.0,6378.0,298635.0,54703.0,26933.0,0.0,11832.0,6431.0,240031.0,44713.0,129.0,334.0,6
1105,20757.0,29138.0,241450.0,45619.0,31698.0,389.0,49965.0,44559.0,223336.0,40858.0,72.0,156.0,6
1106,21701.0,3939.0,143132.0,29890.0,26896.0,0.0,73346.0,7382.0,128115.0,25519.0,70.0,280.0,1
1107,36321.0,13398.0,260222.0,59633.0,68656.0,0.0,68057.0,18844.0,198166.0,43485.0,87.0,476.0,6
1108,12365.0,3301.0,421065.0,86976.0,51142.0,771.0,27547.0,2637.0,367517.0,74477.0,88.0,452.0,6
1109,49213.0,36251.0,365386.0,83373.0,64846.0,1552.0,94519.0,54885.0,316030.0,71673.0,88.0,230.0,6
1110,15724.0,46818.0,126254.0,25384.0,22066.0,0.0,53269.0,75334.0,119430.0,22542.0,67.0,259.0,6
1111,24622.0,36948.0,235646.0,43134.0,30102.0,0.0,53438.0,55087.0,207050.0,37015.0,76.0,287.0,6
1112,21786.0,2437.0,279361.0,65981.0,29143.0,0.0,46447.0,4154.0,267147.0,62199.0,71.0,416.0,6
1113,5613.0,2063.0,567819.0,94992.0,49621.0,1207.0,23398.0,4064.0,503562.0,83593.0,94.0,441.0,6
1114,12507.0,11932.0,469861.0,107193.0,77928.0,3232.0,33399.0,17830.0,394474.0,89526.0,96.0,278.0,6
1115,57439.0,7467.0,680545.0,142279.0,104371.0,1326.0,85194.0,12330.0,375737.0,78506.0,213.0,285.0,6
1116,31466.0,6429.0,476626.0,109590.0,72452.0,0.0,71121.0,6883.0,423483.0,96445.0,90.0,399.0,1
1117,20058.0,11612.0,129019.0,26670.0,26077.0,519.0,55382.0,15469.0,119622.0,23917.0,71.0,217.0,6
1118,49422.0,8890.0,459497.0,88519.0,53746.0,0.0,73381.0,10737.0,318407.0,61191.0,91.0,452.0,6
1119,44197.0,13313.0,283158.0,64078.0,70999.0,0.0,103237.0,18256.0,250332.0,53966.0,93.0,172.0,6
1120,49573.0,4692.0,495968.0,89760.0,40419.0,423.0,114613.0,7974.0,397595.0,72009.0,89.0,405.0,6
1121,25511.0,4554.0,446179.0,95885.0,61294.0,2446.0,60731.0,8862.0,400252.0,85730.0,78.0,347.0,1
1122,18728.0,2065.0,184146.0,33579.0,24403.0,0.0,42076.0,2143.0,155117.0,27571.0,73.0,314.0,6
1123,22928.0,38814.0,442801.0,79862.0,51703.0,0.0,45393.0,57752.0,330196.0,55865.0,105.0,239.0,6
1124,32675.0,10019.0,183541.0,38590.0,28867.0,74.0,59277.0,14651.0,155277.0,31416.0,79.0,216.0,6
1125,208684.0,83153.0,1463884.0,334263.0,344725.0,647.0,215222.0,95318.0,754618.0,170644.0,206.0,194.0,6
1126,14533.0,1333.0,206319.0,40918.0,23508.0,0.0,35723.0,2905.0,187845.0,38164.0,73.0,607.0,6
1127,10787.0,1389.0,237248.0,42798.0,23892.0,397.0,27758.0,3695.0,191179.0,34794.0,86.0,250.0,6
1128,69158.0,44889.0,749280.0,138664.0,97712.0,467.0,78160.0,65332.0,398511.0,72780.0,193.0,455.0,6
1129,14654.0,21176.0,124854.0,26238.0,22312.0,680.0,49009.0,32984.0,114302.0,23854.0,72.0,384.0,6
1130,19184.0,3505.0,658074.0,148445.0,102893.0,175.0,26074.0,4295.0,502965.0,115498.0,88.0,180.0,1
1131,17761.0,9395.0,381428.0,88521.0,67680.0,636.0,39302.0,13767.0,296933.0,68921.0,99.0,243.0,1
1132,17612.0,7682.0,100648.0,25919.0,36437.0,417.0,42614.0,12071.0,95853.0,23154.0,72.0,230.0,6
1133,39263.0,3730.0,289623.0,57820.0,38834.0,1149.0,76336.0,6271.0,257398.0,51355.0,130.0,379.0,6
1134,10473.0,3178.0,187717.0,34373.0,18884.0,152.0,36980.0,6389.0,180147.0,32651.0,70.0,487.0,6
1135,10884.0,1913.0,235831.0,49426.0,32324.0,742.0,41865.0,4293.0,214663.0,45053.0,72.0,249.0,6
1136,21944.0,3296.0,113276.0,28211.0,25110.0,0.0,69804.0,7392.0,105291.0,25527.0,68.0,179.0,6
1137,9713.0,4296.0,240386.0,44641.0,33760.0,619.0,35034.0,7878.0,201435.0,36523.0,89.0,333.0,6
1138,14219.0,3131.0,333609.0,68694.0,39767.0,0.0,35476.0,6534.0,308567.0,63869.0,71.0,541.0,1
1139,53507.0,50798.0,434436.0,86484.0,69362.0,0.0,73624.0,75009.0,260430.0,49810.0,152.0,418.0,6
1140,17481.0,26780.0,190919.0,46097.0,51984.0,1169.0,36796.0,33242.0,163524.0,39069.0,86.0,495.0,6
1141,29688.0,4512.0,208745.0,44315.0,40257.0,0.0,69053.0,8944.0,192407.0,40691.0,71.0,155.0,6
1142,28207.0,5202.0,1012961.0,231583.0,147594.0,0.0,47568.0,7997.0,616116.0,140437.0,138.0,365.0,6
1143,39424.0,1813.0,254832.0,46655.0,28933.0,3.0,76730.0,3878.0,219490.0,39015.0,89.0,435.0,6
1144,24050.0,4954.0,105552.0,27157.0,20320.0,844.0,63954.0,6201.0,100147.0,25329.0,69.0,455.0,6
1145,15102.0,9441.0,167829.0,29739.0,16396.0,0.0,39582.0,11036.0,155969.0,27557.0,71.0,560.0,6
1146,96754.0,69921.0,943717.0,186107.0,98236.0,1773.0,123727.0,99491.0,565317.0,105198.0,155.0,452.0,6
1147,31457.0,18521.0,152069.0,35146.0,33976.0,0.0,73391.0,27595.0,144866.0,32114.0,71.0,430.0,6
1148,22537.0,3159.0,532815.0,120658.0,80747.0,1017.0,42973.0,4119.0,460114.0,104883.0,92.0,351.0,6
1149,18048.0,5777.0,382767.0,85417.0,51438.0,668.0,24511.0,5522.0,335733.0,76106.0,93.0,288.0,6
1150,12842.0,3588.0,144954.0,30073.0,21612.0,812.0,41665.0,4647.0,131194.0,26934.0,71.0,376.0,6
1151,40400.0,1524.0,1007077.0,233331.0,147855.0,3522.0,55622.0,5015.0,713437.0,166117.0,152.0,489.0,6
1152,23268.0,3474.0,816682.0,184009.0,113206.0,0.0,42398.0,3736.0,568308.0,127904.0,143.0,222.0,6
1153,22586.0,2445.0,171164.0,30855.0,22944.0,704.0,67485.0,4456.0,152557.0,26939.0,77.0,538.0,1
1154,108829.0,39354.0,605860.0,138822.0,144937.0,0.0,107428.0,49008.0,286805.0,64811.0,133.0,458.0,6
1155,22034.0,3007.0,143108.0,33414.0,36642.0,0.0,55209.0,4204.0,127024.0,27766.0,88.0,207.0,6
1156,0.0,2891.0,74713.0,12477.0,7744.0,66.0,16235.0,6925.0,66260.0,11136.0,72.0,267.0,6
1157,32770.0,54963.0,1008683.0,181534.0,97129.0,0.0,48039.0,60389.0,432718.0,76982.0,213.0,564.0,1
1158,16109.0,1980.0,178281.0,36689.0,21389.0,1096.0,34602.0,3956.0,161404.0,32812.0,73.0,183.0,6
1159,17506.0,2474.0,455179.0,88188.0,45601.0,188.0,18982.0,2727.0,376563.0,74550.0,147.0,295.0,6
1160,46702.0,3425.0,474509.0,99333.0,66061.0,391.0,121426.0,7306.0,397887.0,80693.0,89.0,498.0,6
1161,59021.0,14477.0,550402.0,102801.0,80023.0,1015.0,82205.0,17931.0,265746.0,47640.0,210.0,350.0,6
1162,78082.0,35669.0,520026.0,103947.0,85114.0,1007.0,103372.0,50330.0,325016.0,62138.0,158.0,377.0,6
1163,21433.0,8051.0,162915.0,34761.0,33734.0,0.0,49174.0,13942.0,153330.0,31833.0,71.0,233.0,6
1164,15170.0,32795.0,222130.0,42196.0,29757.0,450.0,44708.0,52029.0,187673.0,35597.0,74.0,416.0,6
1165,73034.0,11581.0,1023886.0,225734.0,159271.0,0.0,75520.0,7187.0,660573.0,147450.0,205.0,160.0,1
1166,27296.0,4278.0,139806.0,28483.0,27456.0,672.0,61566.0,7753.0,128707.0,25409.0,71.0,291.0,1
1167,35326.0,5457.0,765339.0,163898.0,102048.0,0.0,61940.0,8299.0,616926.0,130893.0,150.0,528.0,6
1168,33034.0,8156.0,244209.0,49653.0,41829.0,1163.0,76972.0,12586.0,216755.0,43488.0,86.0,272.0,6
1169,41078.0,6082.0,241574.0,49025.0,37380.0,0.0,90271.0,10434.0,207929.0,40549.0,88.0,404.0,6
1170,54691.0,40412.0,705893.0,153250.0,109260.0,0.0,92608.0,55104.0,532697.0,116291.0,187.0,496.0,6
1171,26481.0,6435.0,164113.0,29494.0,30507.0,248.0,49804.0,10205.0,157460.0,27601.0,72.0,482.0,6
1172,35728.0,33299.0,248146.0,64729.0,78872.0,481.0,53752.0,35876.0,119342.0,28615.0,127.0,236.0,6
1173,37554.0,19350.0,270154.0,63201.0,72977.0,50.0,55768.0,27327.0,197101.0,44642.0,102.0,326.0,6
1174,14448.0,2334.0,195087.0,36612.0,26387.0,968.0,34234.0,4766.0,179549.0,33081.0,73.0,362.0,6
1175,12020.0,5003.0,340868.0,73395.0,48397.0,736.0,36349.0,8013.0,306697.0,65941.0,74.0,327.0,6
1176,22611.0,34381.0,624116.0,123821.0,65578.0,446.0,43214.0,51275.0,512595.0,102219.0,185.0,551.0,1
1177,35030.0,2907.0,162385.0,35091.0,34618.0,1517.0,76999.0,4665.0,147775.0,30738.0,72.0,406.0,6
1178,111426.0,43545.0,1743920.0,326359.0,178906.0,0.0,188100.0,58291.0,1186903.0,222122.0,95.0,515.0,6
1179,57579.0,4579.0,425968.0,70807.0,47353.0,321.0,120275.0,6729.0,394581.0,64892.0,73.0,561.0,1
1180,66406.0,4254.0,555852.0,137372.0,74037.0,242.0,166007.0,5359.0,526351.0,129323.0,90.0,382.0,6
1181,19329.0,56592.0,137526.0,33557.0,39991.0,0.0,45975.0,88537.0,129576.0,29625.0,68.0,172.0,6
1182,42668.0,5756.0,401172.0,69744.0,39361.0,0.0,101116.0,8725.0,353617.0,60465.0,93.0,203.0,1
1183,18020.0,5567.0,193789.0,39297.0,26270.0,0.0,47676.0,8046.0,167380.0,34171.0,81.0,214.0,6
1184,11420.0,5467.0,140027.0,31833.0,30676.0,0.0,35051.0,6755.0,120210.0,26299.0,83.0,375.0,6
1185,41729.0,6179.0,214715.0,53378.0,41912.0,0.0,114489.0,10585.0,202054.0,48980.0,85.0,286.0,6
1186,22208.0,6677.0,171507.0,39408.0,44077.0,0.0,52870.0,8809.0,150917.0,32564.0,71.0,411.0,6
1187,34538.0,31505.0,230383.0,50026.0,47278.0,0.0,68928.0,46684.0,197403.0,41304.0,80.0,245.0,6
1188,14036.0,9965.0,159123.0,36609.0,43019.0,0.0,33970.0,13801.0,147525.0,32594.0,71.0,158.0,6
1189,13495.0,6322.0,192470.0,35287.0,20957.0,401.0,38219.0,11158.0,172446.0,31240.0,71.0,530.0,6
1190,9101.0,3619.0,451333.0,91318.0,48639.0,0.0,29929.0,4830.0,404248.0,81303.0,89.0,279.0,6
1191,25191.0,5132.0,145757.0,29990.0,24343.0,0.0,54549.0,8055.0,141429.0,28460.0,70.0,275.0,6
1192,56233.0,1738.0,447056.0,103663.0,82231.0,0.0,99723.0,6127.0,414156.0,95529.0,89.0,356.0,6
1193,22574.0,2127.0,287127.0,62385.0,59546.0,1994.0,40743.0,4350.0,228565.0,47208.0,97.0,514.0,6
1194,15729.0,8265.0,476999.0,94320.0,50629.0,1936.0,28427.0,10735.0,397410.0,79877.0,90.0,371.0,6
1195,2540.0,793.0,260726.0,55214.0,35758.0,0.0,17431.0,2030.0,222253.0,47150.0,89.0,576.0,1
1196,44412.0,7457.0,443474.0,80871.0,43473.0,1811.0,71678.0,5995.0,312388.0,56698.0,129.0,549.0,1
1197,60775.0,9948.0,739459.0,130625.0,95688.0,0.0,146197.0,16792.0,721894.0,128452.0,73.0,162.0,6
1198,9348.0,2154.0,153439.0,27440.0,16847.0,121.0,32073.0,3039.0,141833.0,24357.0,86.0,259.0,6
1199,9713.0,10177.0,587478.0,112240.0,54077.0,0.0,37709.0,14042.0,488809.0,93847.0,89.0,541.0,6
1200,64140.0,21104.0,674697.0,141046.0,126599.0,817.0,89853.0,24245.0,339424.0,71078.0,195.0,225.0,6
1201,2982.0,1823.0,394296.0,80734.0,44809.0,0.0,25817.0,4690.0,351587.0,71047.0,74.0,330.0,6
1202,15972.0,3154.0,277010.0,47602.0,28724.0,851.0,43196.0,4173.0,238852.0,40141.0,86.0,469.0,6
1203,49715.0,3059.0,212816.0,44256.0,43009.0,0.0,95931.0,5429.0,171209.0,34662.0,99.0,350.0,6
1204,20280.0,6597.0,554997.0,121543.0,76128.0,1376.0,48223.0,8833.0,486123.0,105681.0,108.0,314.0,1
1205,78109.0,22710.0,516276.0,110259.0,103326.0,1172.0,107420.0,29177.0,332491.0,71252.0,91.0,325.0,6
1206,33251.0,5647.0,154819.0,26356.0,21974.0,0.0,68217.0,8988.0,150054.0,25034.0,70.0,280.0,6
1207,8059.0,1843.0,132699.0,27021.0,26987.0,577.0,35483.0,2748.0,122603.0,23836.0,71.0,210.0,6
1208,21860.0,5049.0,171328.0,38251.0,36140.0,0.0,54091.0,7873.0,154761.0,33558.0,72.0,164.0,1
1209,13340.0,4874.0,143208.0,30746.0,29672.0,1865.0,36200.0,6615.0,130112.0,26924.0,73.0,195.0,6
1210,13557.0,1879.0,179458.0,33781.0,18718.0,1315.0,43063.0,3175.0,165423.0,31328.0,71.0,424.0,6
1211,17706.0,2905.0,438536.0,80441.0,38105.0,92.0,50259.0,4976.0,398506.0,73217.0,90.0,271.0,6
1212,10445.0,2008.0,259810.0,46148.0,20039.0,0.0,33158.0,3614.0,246902.0,44042.0,73.0,605.0,6
1213,16108.0,2561.0,343553.0,65992.0,35612.0,0.0,38054.0,4436.0,309919.0,60194.0,88.0,242.0,6
1214,17458.0,18431.0,172433.0,37976.0,34240.0,0.0,45899.0,27540.0,150884.0,32066.0,72.0,475.0,6
1215,44031.0,8203.0,240785.0,48636.0,40115.0,721.0,97966.0,11177.0,210536.0,41929.0,90.0,549.0,1
1216,54727.0,5335.0,305394.0,61167.0,43459.0,310.0,87125.0,7362.0,214679.0,42970.0,89.0,244.0,6
1217,34975.0,4556.0,437113.0,98043.0,74324.0,2551.0,84826.0,7559.0,389303.0,88039.0,93.0,488.0,6
1218,10699.0,1586.0,276396.0,48854.0,29075.0,0.0,26619.0,3043.0,219061.0,38148.0,114.0,597.0,6
1219,19356.0,5145.0,263180.0,56906.0,46743.0,208.0,43821.0,5940.0,207297.0,43877.0,88.0,228.0,6
1220,11343.0,4146.0,249333.0,43539.0,21287.0,266.0,25242.0,4041.0,203927.0,36048.0,86.0,282.0,6
1221,20693.0,8704.0,150146.0,32807.0,34363.0,2142.0,44594.0,13329.0,135858.0,29456.0,73.0,199.0,6
1222,18580.0,3821.0,164337.0,34307.0,30085.0,150.0,47605.0,5050.0,154164.0,30155.0,71.0,381.0,6
1223,19449.0,5434.0,115530.0,25918.0,32707.0,114.0,45564.0,7619.0,108612.0,23173.0,67.0,172.0,6
1224,21927.0,1565.0,316188.0,66674.0,45478.0,0.0,60151.0,2670.0,271625.0,58216.0,80.0,502.0,6
1225,40300.0,21829.0,290933.0,52327.0,35000.0,0.0,68420.0,31659.0,243774.0,43282.0,82.0,448.0,6
1226,13383.0,4210.0,121050.0,24906.0,19209.0,225.0,30698.0,6862.0,113909.0,23015.0,68.0,173.0,6
1227,250552.0,59776.0,1916835.0,422195.0,353471.0,0.0,388158.0,73127.0,1219591.0,267145.0,220.0,360.0,6
1228,10616.0,1689.0,535884.0,105970.0,59391.0,0.0,33108.0,3853.0,469889.0,94166.0,95.0,485.0,6
1229,35246.0,18581.0,200611.0,47593.0,54088.0,0.0,68401.0,21764.0,169072.0,38571.0,78.0,210.0,6
1230,10258.0,2221.0,391221.0,85823.0,55865.0,601.0,33811.0,4485.0,339849.0,75574.0,90.0,294.0,6
1231,11312.0,1968.0,184599.0,36080.0,18864.0,324.0,30015.0,3018.0,169708.0,33655.0,72.0,506.0,6
1232,36625.0,3557.0,690607.0,134781.0,58177.0,636.0,104057.0,7558.0,594948.0,117317.0,163.0,591.0,6
1233,11834.0,1786.0,566806.0,125925.0,78030.0,0.0,32382.0,3618.0,447150.0,98161.0,107.0,448.0,6
1234,38128.0,19754.0,205370.0,46085.0,41631.0,0.0,62351.0,27841.0,180110.0,38664.0,72.0,214.0,6
1235,34987.0,6078.0,177703.0,42974.0,52756.0,0.0,72945.0,8038.0,163862.0,37642.0,71.0,476.0,6
1236,42505.0,11411.0,512060.0,116250.0,109418.0,0.0,54606.0,15222.0,308323.0,70504.0,95.0,187.0,6
1237,9406.0,1077.0,158719.0,32505.0,19105.0,0.0,35489.0,4268.0,147279.0,29755.0,71.0,182.0,6
1238,20580.0,2819.0,396412.0,86451.0,58489.0,0.0,48927.0,3527.0,351649.0,78616.0,75.0,292.0,1
1239,55457.0,11112.0,246093.0,62045.0,73753.0,76.0,104251.0,14315.0,198209.0,48323.0,90.0,287.0,6
1240,26469.0,6575.0,153288.0,35876.0,43055.0,829.0,48934.0,9147.0,139620.0,31199.0,81.0,568.0,6
1241,9631.0,7606.0,122115.0,22701.0,11759.0,0.0,28601.0,13682.0,115258.0,21366.0,69.0,324.0,6
1242,24412.0,4236.0,191404.0,41148.0,35216.0,0.0,53252.0,5371.0,164711.0,33009.0,83.0,379.0,6
1243,13968.0,8840.0,389084.0,85638.0,55578.0,0.0,29235.0,11124.0,318465.0,70214.0,93.0,484.0,6
1244,44773.0,12285.0,285603.0,55671.0,52986.0,0.0,64748.0,12634.0,207917.0,40543.0,136.0,218.0,6
1245,18748.0,4045.0,372434.0,76269.0,46606.0,916.0,39500.0,5157.0,309379.0,64072.0,89.0,384.0,1
1246,27664.0,6136.0,279991.0,62460.0,61344.0,1231.0,46567.0,9315.0,196572.0,41259.0,91.0,242.0,6
1247,21663.0,3479.0,133181.0,30033.0,24969.0,1613.0,53138.0,5007.0,127378.0,27222.0,87.0,325.0,6
1248,16688.0,1919.0,167908.0,30802.0,24286.0,517.0,44123.0,2817.0,149320.0,27067.0,78.0,367.0,1
1249,39300.0,18670.0,575057.0,106957.0,84729.0,0.0,68095.0,24682.0,441258.0,81500.0,255.0,158.0,6
1250,15503.0,0.0,192476.0,45903.0,29175.0,841.0,44149.0,1805.0,181278.0,43658.0,72.0,610.0,6
1251,31123.0,38277.0,235924.0,47642.0,33132.0,482.0,62791.0,57069.0,205550.0,39221.0,85.0,387.0,6
1252,16203.0,2687.0,142356.0,26711.0,17016.0,771.0,58243.0,6846.0,133128.0,24791.0,69.0,479.0,6
1253,42200.0,9147.0,360064.0,70089.0,56155.0,630.0,68628.0,10915.0,258010.0,48187.0,91.0,513.0,6
1254,22880.0,3944.0,349025.0,77390.0,60522.0,0.0,62497.0,5963.0,306798.0,66554.0,77.0,244.0,6
1255,14025.0,4030.0,513697.0,102015.0,75179.0,0.0,30826.0,4487.0,295188.0,59352.0,132.0,202.0,1
